url,countries,visitors
https://dsx.uk/register/?pk_campaign=CryptoComTest&pk_source=Cryptocompare&pk_medium=banner&pk_content=ListSponsorship,KZ,6.7%
https://dsx.uk/register/?pk_campaign=CryptoComTest&pk_source=Cryptocompare&pk_medium=banner&pk_content=ListSponsorship,MD,1.1%
https://dsx.uk/register/?pk_campaign=CryptoComTest&pk_source=Cryptocompare&pk_medium=banner&pk_content=ListSponsorship,O,92.4%
