url,countries,visitors
https://www.zbg.com/,IN,4.7%
https://www.zbg.com/,EG,0.5%
https://www.zbg.com/,TR,2.0%
https://www.zbg.com/,VE,1.1%
https://www.zbg.com/,PK,2.1%
https://www.zbg.com/,RS,0.6%
https://www.zbg.com/,KR,5.8%
https://www.zbg.com/,JP,74.1%
https://www.zbg.com/,O,9.2%
