url,countries,visitors
https://www.bibox.com/,SG,1.3%
https://www.bibox.com/,TW,5.7%
https://www.bibox.com/,US,37.0%
https://www.bibox.com/,HK,1.8%
https://www.bibox.com/,KR,17.9%
https://www.bibox.com/,JP,35.1%
https://www.bibox.com/,O,1.2%
