url,countries,visitors
https://kuna.io/,TH,4.8%
https://kuna.io/,TR,2.1%
https://kuna.io/,RU,4.1%
https://kuna.io/,UA,39.6%
https://kuna.io/,NL,43.0%
https://kuna.io/,O,6.4%
